,,is_producer
Brunei Darussalam,"Meat, Other",False
Brunei Darussalam,Milk - Excluding Butter,False
Brunei Darussalam,Millet and products,False
Brunei Darussalam,Mules,False
Brunei Darussalam,Mutton & Goat Meat,True
Brunei Darussalam,Nuts and products,False
Brunei Darussalam,Oats,False
Brunei Darussalam,"Offals, Edible",False
Brunei Darussalam,"Oil, palm fruit",False
Brunei Darussalam,"Oilcrops Oil, Other",False
Brunei Darussalam,"Oilcrops, Other",False
Brunei Darussalam,"Oilseed Cakes, Other",False
Brunei Darussalam,Olive Oil,False
Brunei Darussalam,Olives (including preserved),False
Brunei Darussalam,Onions,True
Brunei Darussalam,"Oranges, Mandarines",True
Brunei Darussalam,Palm Oil,False
Brunei Darussalam,Palm kernels,False
Brunei Darussalam,Palmkernel Cake,False
Brunei Darussalam,Palmkernel Oil,False
Brunei Darussalam,Peas,False
Brunei Darussalam,Pepper,True
Brunei Darussalam,Pigmeat,True
Brunei Darussalam,Pigs,True
Brunei Darussalam,Pimento,False
Brunei Darussalam,Pineapples and products,True
Brunei Darussalam,Plantains,False
Brunei Darussalam,Potatoes and products,False
Brunei Darussalam,Poultry Birds,True
Brunei Darussalam,Poultry Meat,True
Brunei Darussalam,"Pulses, Other and products",False
Brunei Darussalam,Rabbits and hares,False
Brunei Darussalam,Rape and Mustard Cake,False
Brunei Darussalam,Rape and Mustard Oil,False
Brunei Darussalam,Rape and Mustardseed,False
Brunei Darussalam,Rice and products,True
Brunei Darussalam,Ricebran Oil,False
Brunei Darussalam,"Rodents, other",False
Brunei Darussalam,"Roots, Other",True
Brunei Darussalam,Rubber,True
Brunei Darussalam,Rye and products,False
Brunei Darussalam,Seed cotton,False
Brunei Darussalam,Sesame seed,False
Brunei Darussalam,Sesameseed Cake,False
Brunei Darussalam,Sesameseed Oil,False
Brunei Darussalam,Sheep,False
Brunei Darussalam,Silk,False
Brunei Darussalam,Sisal,False
Brunei Darussalam,"Soft-Fibres, Other",False
Brunei Darussalam,Sorghum and products,False
Brunei Darussalam,Soyabean Cake,False
Brunei Darussalam,Soyabean Oil,False
Brunei Darussalam,Soyabeans,False
Brunei Darussalam,"Spices, Other",False
Brunei Darussalam,Sugar (Raw Equivalent),False
Brunei Darussalam,Sugar beet,False
Brunei Darussalam,Sugar cane,False
Brunei Darussalam,Sugar non-centrifugal,False
Brunei Darussalam,Sunflower seed,False
Brunei Darussalam,Sunflowerseed Cake,False
Brunei Darussalam,Sunflowerseed Oil,False
Brunei Darussalam,Sweet potatoes,True
Brunei Darussalam,"Sweeteners, Other",False
Brunei Darussalam,Tea (including mate),False
Brunei Darussalam,Tobacco,False
Brunei Darussalam,Tomatoes and products,True
Brunei Darussalam,"Vegetables, Other",True
Brunei Darussalam,Wheat and products,False
Brunei Darussalam,Wine,False
Brunei Darussalam,Wool (Clean Eq.),False
Brunei Darussalam,Yams,False
Bulgaria,Abaca,False
Bulgaria,"Alcohol, Non-Food",True
Bulgaria,Apples and products,True
Bulgaria,Asses,False
Bulgaria,Bananas,False
Bulgaria,Barley and products,True
Bulgaria,Beans,True
Bulgaria,Beer,True
Bulgaria,"Beverages, Alcoholic",True
Bulgaria,"Beverages, Fermented",True
Bulgaria,Bovine Meat,True
Bulgaria,Buffaloes,True
Bulgaria,"Butter, Ghee",True
Bulgaria,"Camelids, other",False
Bulgaria,Camels,False
Bulgaria,Cassava and products,False
Bulgaria,Cattle,True
Bulgaria,"Cereals, Other",True
Bulgaria,"Citrus, Other",True
Bulgaria,Cloves,False
Bulgaria,Cocoa Beans and products,False
Bulgaria,Coconut Oil,False
Bulgaria,Coconuts - Incl Copra,False
Bulgaria,Coffee and products,False
Bulgaria,Copra Cake,False
Bulgaria,Cotton lint,True
Bulgaria,Cottonseed,True
Bulgaria,Cottonseed Cake,False
Bulgaria,Cottonseed Oil,False
Bulgaria,Dates,False
Bulgaria,Eggs,True
Bulgaria,"Fats, Animals, Raw",True
Bulgaria,"Fish, Seafood",True
Bulgaria,Fodder crops,True
Bulgaria,"Fruits, Other",True
Bulgaria,Goats,True
Bulgaria,Grapefruit and products,False
Bulgaria,Grapes and products (excl wine),True
Bulgaria,Grazing,True
Bulgaria,Groundnut Cake,False
Bulgaria,Groundnut Oil,False
Bulgaria,Groundnuts,True
Bulgaria,"Hard Fibres, Other",False
Bulgaria,Hides and skins,True
Bulgaria,Honey,True
Bulgaria,Hops,False
Bulgaria,Horses,True
Bulgaria,Jute,False
Bulgaria,Jute-Like Fibres,False
Bulgaria,"Lemons, Limes and products",False
Bulgaria,Maize Germ Oil,True
Bulgaria,Maize and products,True
Bulgaria,"Meat, Other",True
Bulgaria,Milk - Excluding Butter,True
Bulgaria,Millet and products,True
Bulgaria,Mules,False
Bulgaria,Mutton & Goat Meat,True
Bulgaria,Nuts and products,True
Bulgaria,Oats,True
Bulgaria,"Offals, Edible",True
Bulgaria,"Oil, palm fruit",False
Bulgaria,"Oilcrops Oil, Other",True
Bulgaria,"Oilcrops, Other",True
Bulgaria,"Oilseed Cakes, Other",True
Bulgaria,Olive Oil,False
Bulgaria,Olives (including preserved),False
Bulgaria,Onions,True
Bulgaria,"Oranges, Mandarines",False
Bulgaria,Palm Oil,False
Bulgaria,Palm kernels,False
Bulgaria,Palmkernel Cake,False
Bulgaria,Palmkernel Oil,False
Bulgaria,Peas,True
Bulgaria,Pepper,False
Bulgaria,Pigmeat,True
Bulgaria,Pigs,True
Bulgaria,Pimento,True
Bulgaria,Pineapples and products,False
Bulgaria,Plantains,False
Bulgaria,Potatoes and products,True
Bulgaria,Poultry Birds,True
Bulgaria,Poultry Meat,True
Bulgaria,"Pulses, Other and products",True
Bulgaria,Rabbits and hares,True
Bulgaria,Rape and Mustard Cake,True
Bulgaria,Rape and Mustard Oil,True
Bulgaria,Rape and Mustardseed,True
Bulgaria,Rice and products,True
Bulgaria,Ricebran Oil,False
Bulgaria,"Rodents, other",False
Bulgaria,"Roots, Other",False
Bulgaria,Rubber,False
Bulgaria,Rye and products,True
Bulgaria,Seed cotton,True
Bulgaria,Sesame seed,False
Bulgaria,Sesameseed Cake,False
Bulgaria,Sesameseed Oil,False
Bulgaria,Sheep,True
Bulgaria,Silk,True
Bulgaria,Sisal,False
Bulgaria,"Soft-Fibres, Other",True
Bulgaria,Sorghum and products,True
Bulgaria,Soyabean Cake,True
Bulgaria,Soyabean Oil,True
Bulgaria,Soyabeans,True
Bulgaria,"Spices, Other",True
Bulgaria,Sugar (Raw Equivalent),False
Bulgaria,Sugar beet,False
Bulgaria,Sugar cane,False
Bulgaria,Sugar non-centrifugal,False
Bulgaria,Sunflower seed,True
Bulgaria,Sunflowerseed Cake,True
Bulgaria,Sunflowerseed Oil,True
Bulgaria,Sweet potatoes,False
Bulgaria,"Sweeteners, Other",True
Bulgaria,Tea (including mate),False
Bulgaria,Tobacco,True
Bulgaria,Tomatoes and products,True
Bulgaria,"Vegetables, Other",True
Bulgaria,Wheat and products,True
Bulgaria,Wine,True
Bulgaria,Wool (Clean Eq.),True
Bulgaria,Yams,False
Burkina Faso,Abaca,False
Burkina Faso,"Alcohol, Non-Food",False
Burkina Faso,Apples and products,False
Burkina Faso,Asses,True
Burkina Faso,Bananas,True
Burkina Faso,Barley and products,False
Burkina Faso,Beans,False
Burkina Faso,Beer,True
Burkina Faso,"Beverages, Alcoholic",False
Burkina Faso,"Beverages, Fermented",True
Burkina Faso,Bovine Meat,True
Burkina Faso,Buffaloes,False
Burkina Faso,"Butter, Ghee",True
Burkina Faso,"Camelids, other",False
Burkina Faso,Camels,True
Burkina Faso,Cassava and products,True
Burkina Faso,Cattle,True
Burkina Faso,"Cereals, Other",True
Burkina Faso,"Citrus, Other",False
Burkina Faso,Cloves,False
Burkina Faso,Cocoa Beans and products,False
Burkina Faso,Coconut Oil,False
Burkina Faso,Coconuts - Incl Copra,False
Burkina Faso,Coffee and products,False
Burkina Faso,Copra Cake,False
Burkina Faso,Cotton lint,True
Burkina Faso,Cottonseed,True
Burkina Faso,Cottonseed Cake,True
Burkina Faso,Cottonseed Oil,True
Burkina Faso,Dates,False
Burkina Faso,Eggs,True
Burkina Faso,"Fats, Animals, Raw",True
Burkina Faso,"Fish, Seafood",True
Burkina Faso,Fodder crops,False
Burkina Faso,"Fruits, Other",True
Burkina Faso,Goats,True
Burkina Faso,Grapefruit and products,True
Burkina Faso,Grapes and products (excl wine),False
Burkina Faso,Grazing,True
Burkina Faso,Groundnut Cake,True
Burkina Faso,Groundnut Oil,True
Burkina Faso,Groundnuts,True
Burkina Faso,"Hard Fibres, Other",False
Burkina Faso,Hides and skins,True
Burkina Faso,Honey,True
Burkina Faso,Hops,False
Burkina Faso,Horses,True
Burkina Faso,Jute,False
Burkina Faso,Jute-Like Fibres,False
Burkina Faso,"Lemons, Limes and products",True
Burkina Faso,Maize Germ Oil,False
Burkina Faso,Maize and products,True
Burkina Faso,"Meat, Other",True
Burkina Faso,Milk - Excluding Butter,True
Burkina Faso,Millet and products,True
Burkina Faso,Mules,False
Burkina Faso,Mutton & Goat Meat,True
Burkina Faso,Nuts and products,True
Burkina Faso,Oats,False
Burkina Faso,"Offals, Edible",True
Burkina Faso,"Oil, palm fruit",False
Burkina Faso,"Oilcrops Oil, Other",True
Burkina Faso,"Oilcrops, Other",True
Burkina Faso,"Oilseed Cakes, Other",False
Burkina Faso,Olive Oil,False
Burkina Faso,Olives (including preserved),False
Burkina Faso,Onions,True
Burkina Faso,"Oranges, Mandarines",True
Burkina Faso,Palm Oil,False
Burkina Faso,Palm kernels,False
Burkina Faso,Palmkernel Cake,False
Burkina Faso,Palmkernel Oil,False
Burkina Faso,Peas,False
Burkina Faso,Pepper,True
Burkina Faso,Pigmeat,True
Burkina Faso,Pigs,True
Burkina Faso,Pimento,False
Burkina Faso,Pineapples and products,False
Burkina Faso,Plantains,False
Burkina Faso,Potatoes and products,True
Burkina Faso,Poultry Birds,True
Burkina Faso,Poultry Meat,True
Burkina Faso,"Pulses, Other and products",True
Burkina Faso,Rabbits and hares,False
Burkina Faso,Rape and Mustard Cake,False
Burkina Faso,Rape and Mustard Oil,False
Burkina Faso,Rape and Mustardseed,False
Burkina Faso,Rice and products,True
Burkina Faso,Ricebran Oil,False
Burkina Faso,"Rodents, other",False
Burkina Faso,"Roots, Other",False
Burkina Faso,Rubber,False
Burkina Faso,Rye and products,False
Burkina Faso,Seed cotton,True
Burkina Faso,Sesame seed,True
Burkina Faso,Sesameseed Cake,True
Burkina Faso,Sesameseed Oil,True
Burkina Faso,Sheep,True
Burkina Faso,Silk,False
Burkina Faso,Sisal,False
Burkina Faso,"Soft-Fibres, Other",False
Burkina Faso,Sorghum and products,True
Burkina Faso,Soyabean Cake,False
Burkina Faso,Soyabean Oil,False
Burkina Faso,Soyabeans,True
Burkina Faso,"Spices, Other",True
Burkina Faso,Sugar (Raw Equivalent),True
Burkina Faso,Sugar beet,False
Burkina Faso,Sugar cane,True
Burkina Faso,Sugar non-centrifugal,False
Burkina Faso,Sunflower seed,False
Burkina Faso,Sunflowerseed Cake,False
Burkina Faso,Sunflowerseed Oil,False
Burkina Faso,Sweet potatoes,True
Burkina Faso,"Sweeteners, Other",True
Burkina Faso,Tea (including mate),False
Burkina Faso,Tobacco,True
Burkina Faso,Tomatoes and products,True
Burkina Faso,"Vegetables, Other",True
Burkina Faso,Wheat and products,False
Burkina Faso,Wine,False
Burkina Faso,Wool (Clean Eq.),False
Burkina Faso,Yams,True
Burundi,Abaca,False
Burundi,"Alcohol, Non-Food",False
Burundi,Apples and products,False
Burundi,Asses,False
Burundi,Bananas,True
Burundi,Barley and products,False
Burundi,Beans,True
Burundi,Beer,True
Burundi,"Beverages, Alcoholic",False
Burundi,"Beverages, Fermented",True
Burundi,Bovine Meat,True
Burundi,Buffaloes,False
Burundi,"Butter, Ghee",False
Burundi,"Camelids, other",False
Burundi,Camels,False
Burundi,Cassava and products,True
Burundi,Cattle,True
Burundi,"Cereals, Other",True
Burundi,"Citrus, Other",False
Burundi,Cloves,False
Burundi,Cocoa Beans and products,False
Burundi,Coconut Oil,False
Burundi,Coconuts - Incl Copra,False
Burundi,Coffee and products,True
Burundi,Copra Cake,False
Burundi,Cotton lint,True
Burundi,Cottonseed,True
Burundi,Cottonseed Cake,False
Burundi,Cottonseed Oil,True
Burundi,Dates,False
Burundi,Eggs,True
Burundi,"Fats, Animals, Raw",True
Burundi,"Fish, Seafood",True
Burundi,Fodder crops,False
Burundi,"Fruits, Other",True
Burundi,Goats,True
Burundi,Grapefruit and products,False
Burundi,Grapes and products (excl wine),False
Burundi,Grazing,True
Burundi,Groundnut Cake,False
Burundi,Groundnut Oil,True
Burundi,Groundnuts,True
Burundi,"Hard Fibres, Other",False
Burundi,Hides and skins,True
Burundi,Honey,True
Burundi,Hops,False
Burundi,Horses,False
Burundi,Jute,False
Burundi,Jute-Like Fibres,False
Burundi,"Lemons, Limes and products",False
Burundi,Maize Germ Oil,False
Burundi,Maize and products,True
Burundi,"Meat, Other",True
Burundi,Milk - Excluding Butter,True
Burundi,Millet and products,True
Burundi,Mules,False
Burundi,Mutton & Goat Meat,True
Burundi,Nuts and products,False
Burundi,Oats,False
Burundi,"Offals, Edible",True
Burundi,"Oil, palm fruit",True
Burundi,"Oilcrops Oil, Other",False
Burundi,"Oilcrops, Other",False
Burundi,"Oilseed Cakes, Other",False
Burundi,Olive Oil,False
Burundi,Olives (including preserved),False
Burundi,Onions,False
Burundi,"Oranges, Mandarines",False
Burundi,Palm Oil,True
Burundi,Palm kernels,True
Burundi,Palmkernel Cake,False
Burundi,Palmkernel Oil,True
Burundi,Peas,True
Burundi,Pepper,False
Burundi,Pigmeat,True
Burundi,Pigs,True
Burundi,Pimento,False
Burundi,Pineapples and products,False
Burundi,Plantains,True
Burundi,Potatoes and products,True
Burundi,Poultry Birds,True
Burundi,Poultry Meat,True
Burundi,"Pulses, Other and products",True
Burundi,Rabbits and hares,True
Burundi,Rape and Mustard Cake,False
Burundi,Rape and Mustard Oil,False
Burundi,Rape and Mustardseed,False
Burundi,Rice and products,True
Burundi,Ricebran Oil,False
Burundi,"Rodents, other",False
Burundi,"Roots, Other",True
Burundi,Rubber,False
Burundi,Rye and products,False
Burundi,Seed cotton,True
Burundi,Sesame seed,False
Burundi,Sesameseed Cake,False
Burundi,Sesameseed Oil,False
Burundi,Sheep,True
Burundi,Silk,False
Burundi,Sisal,False
Burundi,"Soft-Fibres, Other",False
Burundi,Sorghum and products,True
Burundi,Soyabean Cake,False
Burundi,Soyabean Oil,False
Burundi,Soyabeans,True
Burundi,"Spices, Other",False
Burundi,Sugar (Raw Equivalent),True
Burundi,Sugar beet,False
Burundi,Sugar cane,True
Burundi,Sugar non-centrifugal,False
Burundi,Sunflower seed,False
Burundi,Sunflowerseed Cake,False
Burundi,Sunflowerseed Oil,False
Burundi,Sweet potatoes,True
Burundi,"Sweeteners, Other",True
Burundi,Tea (including mate),True
Burundi,Tobacco,True
Burundi,Tomatoes and products,False
Burundi,"Vegetables, Other",True
Burundi,Wheat and products,True
Burundi,Wine,False
Burundi,Wool (Clean Eq.),False
Burundi,Yams,True
Cabo Verde,Abaca,False
Cabo Verde,"Alcohol, Non-Food",False
Cabo Verde,Apples and products,False
Cabo Verde,Asses,False
Cabo Verde,Bananas,True
Cabo Verde,Barley and products,False
Cabo Verde,Beans,False
Cabo Verde,Beer,True
Cabo Verde,"Beverages, Alcoholic",False
Cabo Verde,"Beverages, Fermented",False
Cabo Verde,Bovine Meat,True
Cabo Verde,Buffaloes,False
Cabo Verde,"Butter, Ghee",False
Cabo Verde,"Camelids, other",False
Cabo Verde,Camels,False
Cabo Verde,Cassava and products,True
Cabo Verde,Cattle,True
Cabo Verde,"Cereals, Other",False
Cabo Verde,"Citrus, Other",False
Cabo Verde,Cloves,False
Cabo Verde,Cocoa Beans and products,False
Cabo Verde,Coconut Oil,False
Cabo Verde,Coconuts - Incl Copra,True
Cabo Verde,Coffee and products,True
Cabo Verde,Copra Cake,False
Cabo Verde,Cotton lint,False
Cabo Verde,Cottonseed,False
Cabo Verde,Cottonseed Cake,False
Cabo Verde,Cottonseed Oil,False
Cabo Verde,Dates,False
Cabo Verde,Eggs,True
Cabo Verde,"Fats, Animals, Raw",False
Cabo Verde,"Fish, Seafood",True
Cabo Verde,Fodder crops,False
Cabo Verde,"Fruits, Other",True
Cabo Verde,Goats,True
Cabo Verde,Grapefruit and products,False
Cabo Verde,Grapes and products (excl wine),False
Cabo Verde,Grazing,True
Cabo Verde,Groundnut Cake,False
Cabo Verde,Groundnut Oil,False
Cabo Verde,Groundnuts,False
Cabo Verde,"Hard Fibres, Other",False
Cabo Verde,Hides and skins,True
Cabo Verde,Honey,False
Cabo Verde,Hops,False
Cabo Verde,Horses,False
Cabo Verde,Jute,False
Cabo Verde,Jute-Like Fibres,False
Cabo Verde,"Lemons, Limes and products",False
Cabo Verde,Maize Germ Oil,False
Cabo Verde,Maize and products,True
Cabo Verde,"Meat, Other",False
Cabo Verde,Milk - Excluding Butter,True
Cabo Verde,Millet and products,False
Cabo Verde,Mules,False
Cabo Verde,Mutton & Goat Meat,True
Cabo Verde,Nuts and products,False
Cabo Verde,Oats,False
Cabo Verde,"Offals, Edible",False
Cabo Verde,"Oil, palm fruit",False
Cabo Verde,"Oilcrops Oil, Other",False
Cabo Verde,"Oilcrops, Other",True
Cabo Verde,"Oilseed Cakes, Other",False
Cabo Verde,Olive Oil,False
Cabo Verde,Olives (including preserved),False
Cabo Verde,Onions,True
Cabo Verde,"Oranges, Mandarines",False
Cabo Verde,Palm Oil,False
Cabo Verde,Palm kernels,False
Cabo Verde,Palmkernel Cake,False
Cabo Verde,Palmkernel Oil,False
Cabo Verde,Peas,False
Cabo Verde,Pepper,False
Cabo Verde,Pigmeat,True
Cabo Verde,Pigs,True
Cabo Verde,Pimento,True
Cabo Verde,Pineapples and products,False
Cabo Verde,Plantains,False
Cabo Verde,Potatoes and products,True
Cabo Verde,Poultry Birds,True
Cabo Verde,Poultry Meat,True
Cabo Verde,"Pulses, Other and products",True
Cabo Verde,Rabbits and hares,False
Cabo Verde,Rape and Mustard Cake,False
Cabo Verde,Rape and Mustard Oil,False
Cabo Verde,Rape and Mustardseed,False
Cabo Verde,Rice and products,False
Cabo Verde,Ricebran Oil,False
Cabo Verde,"Rodents, other",False
Cabo Verde,"Roots, Other",False
Cabo Verde,Rubber,False
Cabo Verde,Rye and products,False
Cabo Verde,Seed cotton,False
Cabo Verde,Sesame seed,False
Cabo Verde,Sesameseed Cake,False
Cabo Verde,Sesameseed Oil,False
Cabo Verde,Sheep,True
Cabo Verde,Silk,False
Cabo Verde,Sisal,False
Cabo Verde,"Soft-Fibres, Other",False
Cabo Verde,Sorghum and products,False
Cabo Verde,Soyabean Cake,False
Cabo Verde,Soyabean Oil,False
Cabo Verde,Soyabeans,False
Cabo Verde,"Spices, Other",False
Cabo Verde,Sugar (Raw Equivalent),False
Cabo Verde,Sugar beet,False
Cabo Verde,Sugar cane,True
Cabo Verde,Sugar non-centrifugal,False
Cabo Verde,Sunflower seed,False
Cabo Verde,Sunflowerseed Cake,False
Cabo Verde,Sunflowerseed Oil,False
Cabo Verde,Sweet potatoes,True
Cabo Verde,"Sweeteners, Other",False
Cabo Verde,Tea (including mate),False
Cabo Verde,Tobacco,False
Cabo Verde,Tomatoes and products,True
